"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9"
"result" 500 0 0.25 0.500408163265306 0.506836734693878 0.504285714285714 0.502551020408163 0.495 0.500816326530612
"result" 500 0 0.25 0.501734693877551 0.505408163265306 0.497142857142857 0.488571428571429 0.494081632653061 0.501326530612245
"result" 500 0 0.25 0.5 0.49 0.498555555555556 0.494222222222222 0.510222222222222 0.498888888888889
"result" 500 0 0.25 0.49797619047619 0.49797619047619 0.497857142857143 0.489642857142857 0.49952380952381 0.502738095238095
"result" 500 0 0.25 0.497053571428571 0.501517857142857 0.505 0.495892857142857 0.490982142857143 0.5
"result" 500 0 0.25 0.502045454545455 0.502272727272727 0.493863636363636 0.498068181818182 0.502727272727273 0.508295454545455
"result" 500 0 0.25 0.501860465116279 0.494186046511628 0.501395348837209 0.495116279069767 0.510116279069767 0.503488372093023
"result" 500 0 0.25 0.503 0.494666666666667 0.495 0.487666666666667 0.485777777777778 0.496
"result" 500 0 0.25 0.492 0.501375 0.495625 0.492 0.499375 0.487625
"result" 500 0 0.25 0.503214285714286 0.497767857142857 0.498303571428571 0.506160714285714 0.513928571428571 0.491428571428571
"result" 500 0 0.25 0.501395348837209 0.496279069767442 0.492325581395349 0.490116279069767 0.49093023255814 0.504418604651163
"result" 500 0 0.25 0.500833333333333 0.512604166666667 0.5003125 0.496458333333333 0.5046875 0.495729166666667
"result" 500 0 0.25 0.500446428571429 0.493214285714286 0.505982142857143 0.510803571428571 0.499642857142857 0.496339285714286
"result" 500 0 0.25 0.507407407407407 0.501574074074074 0.506666666666667 0.49212962962963 0.503888888888889 0.505092592592593
"result" 500 0 0.25 0.495510204081633 0.493061224489796 0.505612244897959 0.501224489795918 0.502755102040816 0.506530612244898
"result" 500 0 0.25 0.500425531914894 0.505531914893617 0.499255319148936 0.493617021276596 0.508723404255319 0.502978723404255
"result" 500 0 0.25 0.496979166666667 0.4928125 0.511666666666667 0.498958333333333 0.500416666666667 0.499270833333333
"result" 500 0 0.25 0.496272727272727 0.486727272727273 0.498454545454545 0.498545454545455 0.490545454545455 0.494727272727273
"result" 500 0 0.25 0.500943396226415 0.496981132075472 0.503867924528302 0.493962264150943 0.49877358490566 0.49688679245283
"result" 500 0 0.25 0.4994 0.4969 0.5107 0.4989 0.497 0.5075
"result" 500 0 0.25 0.494732142857143 0.499910714285714 0.49375 0.508660714285714 0.491875 0.497857142857143
"result" 500 0 0.25 0.498020833333333 0.490833333333333 0.497604166666667 0.500833333333333 0.49125 0.505833333333333
"result" 500 0 0.25 0.502549019607843 0.508235294117647 0.496666666666667 0.500098039215686 0.513333333333333 0.494313725490196
"result" 500 0 0.25 0.5 0.500434782608696 0.497065217391304 0.494021739130435 0.498586956521739 0.503478260869565
"result" 500 0 0.25 0.497661290322581 0.494596774193548 0.499032258064516 0.502096774193548 0.504838709677419 0.500322580645161
"result" 500 0 0.25 0.501428571428571 0.507142857142857 0.504761904761905 0.505396825396825 0.501825396825397 0.5
"result" 500 0 0.25 0.503818181818182 0.494909090909091 0.502272727272727 0.508181818181818 0.501 0.488454545454545
"result" 500 0 0.25 0.499326923076923 0.514519230769231 0.495673076923077 0.501634615384615 0.506442307692308 0.502788461538462
"result" 500 0 0.25 0.500086206896552 0.509310344827586 0.49448275862069 0.498965517241379 0.506724137931034 0.505258620689655
"result" 500 0 0.25 0.505648148148148 0.50212962962963 0.498333333333333 0.503425925925926 0.507222222222222 0.509537037037037
"result" 500 0 0.25 0.496826923076923 0.487788461538462 0.505576923076923 0.495480769230769 0.502211538461538 0.503942307692308
"result" 500 0 0.25 0.497 0.5022 0.4963 0.5073 0.49 0.4858
"result" 500 0 0.25 0.498061224489796 0.49765306122449 0.500918367346939 0.508163265306122 0.499591836734694 0.495
"result" 500 0 0.25 0.497327586206897 0.503189655172414 0.49198275862069 0.498103448275862 0.496637931034483 0.486637931034483
"result" 500 0 0.25 0.503076923076923 0.509230769230769 0.492788461538462 0.504807692307692 0.510288461538462 0.494903846153846
"result" 500 0 0.25 0.4995 0.5002 0.4929 0.5094 0.4848 0.4921
"result" 500 0 0.25 0.498301886792453 0.494150943396226 0.500377358490566 0.494905660377359 0.502169811320755 0.497924528301887
"result" 500 0 0.25 0.504117647058824 0.500980392156863 0.501078431372549 0.514019607843137 0.49343137254902 0.496960784313725
"result" 500 0 0.25 0.499313725490196 0.495196078431373 0.513137254901961 0.510392156862745 0.498529411764706 0.495294117647059
"result" 500 0 0.25 0.4989 0.4999 0.4908 0.4975 0.4929 0.4999
"result" 500 0 0.25 0.494166666666667 0.502416666666667 0.493666666666667 0.504583333333333 0.49925 0.508083333333333
"result" 500 0 0.25 0.503114754098361 0.501147540983607 0.498934426229508 0.495081967213115 0.499262295081967 0.500245901639344
"result" 500 0 0.25 0.4965 0.5089 0.5039 0.4945 0.4944 0.4908
"result" 500 0 0.25 0.499895833333333 0.502604166666667 0.500833333333333 0.492708333333333 0.501875 0.491770833333333
"result" 500 0 0.25 0.502222222222222 0.503240740740741 0.501481481481482 0.494074074074074 0.505648148148148 0.496574074074074
"result" 500 0 0.25 0.503448275862069 0.496637931034483 0.493706896551724 0.501034482758621 0.500344827586207 0.496120689655172
"result" 500 0 0.25 0.501442307692308 0.493076923076923 0.498269230769231 0.496730769230769 0.496730769230769 0.504038461538462
"result" 500 0 0.25 0.504528301886792 0.510660377358491 0.497358490566038 0.503490566037736 0.506320754716981 0.504150943396226
"result" 500 0 0.25 0.495877192982456 0.504824561403509 0.503245614035088 0.492894736842105 0.503157894736842 0.493421052631579
"result" 500 0 0.25 0.500603448275862 0.504741379310345 0.495 0.502241379310345 0.480086206896552 0.504310344827586
"result" 500 0 0.25 0.49712962962963 0.497314814814815 0.501574074074074 0.504537037037037 0.496851851851852 0.504907407407407
"result" 500 0 0.25 0.497321428571429 0.494196428571429 0.504107142857143 0.495982142857143 0.494375 0.494464285714286
"result" 500 0 0.25 0.497327586206897 0.498448275862069 0.489741379310345 0.497844827586207 0.496206896551724 0.498275862068966
"result" 500 0 0.25 0.500384615384615 0.498942307692308 0.503942307692308 0.511153846153846 0.492788461538462 0.508365384615385
"result" 500 0 0.25 0.500535714285714 0.506964285714286 0.504196428571429 0.503214285714286 0.495267857142857 0.497678571428571
"result" 500 0 0.25 0.50301724137931 0.497758620689655 0.499224137931034 0.497844827586207 0.495344827586207 0.508965517241379
"result" 500 0 0.25 0.501734693877551 0.498673469387755 0.495816326530612 0.515510204081633 0.496938775510204 0.494183673469388
"result" 500 0 0.25 0.500416666666667 0.51025 0.500833333333333 0.50325 0.50625 0.50075
"result" 500 0 0.25 0.503050847457627 0.505254237288136 0.499152542372881 0.495 0.509152542372881 0.493389830508475
"result" 500 0 0.25 0.503557692307692 0.497211538461538 0.486442307692308 0.4875 0.495288461538462 0.494807692307692
"result" 500 0 0.25 0.501203703703704 0.500833333333333 0.504537037037037 0.504907407407407 0.50037037037037 0.498333333333333
"result" 500 0 0.25 0.500833333333333 0.492333333333333 0.50575 0.501416666666667 0.5005 0.49575
"result" 500 0 0.25 0.503245614035088 0.505438596491228 0.498859649122807 0.504035087719298 0.50219298245614 0.504298245614035
"result" 500 0 0.25 0.49625 0.494083333333333 0.496083333333333 0.507833333333333 0.497 0.49525
"result" 500 0 0.25 0.499903846153846 0.502307692307692 0.488365384615385 0.500673076923077 0.498461538461538 0.495096153846154
"result" 500 0 0.25 0.5 0.506666666666667 0.501203703703704 0.506759259259259 0.502037037037037 0.506759259259259
"result" 500 0 0.25 0.498303571428571 0.509910714285714 0.503214285714286 0.498214285714286 0.504196428571429 0.508839285714286
"result" 500 0 0.25 0.499083333333333 0.507333333333333 0.497416666666667 0.502333333333333 0.50925 0.5
"result" 500 0 0.25 0.49728813559322 0.50864406779661 0.495 0.512457627118644 0.497203389830508 0.510169491525424
"result" 500 0 0.25 0.495727272727273 0.502727272727273 0.499818181818182 0.502545454545455 0.501636363636364 0.500454545454545
